"SAMPLE_NUM,HEX_VALUE",SAMPLE_NUM,HEX_VALUE,,,
"505,0x46464646",505,0x46464646,,,
"506,0x46450D0A",506,0x46450D0A,,,
"507,0x30783046",507,0x30783046,,,
"508,0x46464646",508,0x46464646,,,
"509,0x46420D0A",509,0x46420D0A,,,
"510,0x30783046",510,0x30783046,,,
"511,0x46464646",511,0x46464646,,,
"512,0x46430D0A",512,0x46430D0A,,,
"513,0x30783046",513,0x30783046,,,
"514,0x46464646",514,0x46464646,,,
"515,0x46410D0A",515,0x46410D0A,,,
"516,0x30783046",516,0x30783046,,,
"517,0x46464646",517,0x46464646,,,
"518,0x46420D0A",518,0x46420D0A,,,
"519,0x30783046",519,0x30783046,,,
"520,0x46464646",520,0x46464646,,,
"521,0x46450D0A",521,0x46450D0A,,,
"522,0x30783046",522,0x30783046,,,
"523,0x46464646",523,0x46464646,,,
"524,0x46440D0A",524,0x46440D0A,,,
"525,0x30783046",525,0x30783046,,,
"526,0x46464646",526,0x46464646,,,
"527,0x46430D0A",527,0x46430D0A,,,
"528,0x30783046",528,0x30783046,,,
"529,0x46464646",529,0x46464646,,,
"530,0x46410D0A",530,0x46410D0A,,,
"531,0x30783046",531,0x30783046,,,
"532,0x46464646",532,0x46464646,,,
"533,0x46460D0A",533,0x46460D0A,,,
"534,0x30783046",534,0x30783046,,,
"535,0x46464646",535,0x46464646,,,
"536,0x46440D0A",536,0x46440D0A,,,
"537,0x30783046",537,0x30783046,,,
"538,0x46464646",538,0x46464646,,,
"539,0x46430D0A",539,0x46430D0A,,,
"540,0x30783046",540,0x30783046,,,
"541,0x46464646",541,0x46464646,,,
"542,0x46430D0A",542,0x46430D0A,,,
"543,0x30783046",543,0x30783046,,,
"544,0x46464646",544,0x46464646,,,
"545,0x46440D0A",545,0x46440D0A,,,
"546,0x30783046",546,0x30783046,,,
"547,0x46464646",547,0x46464646,,,
"548,0x46450D0A",548,0x46450D0A,,,
"549,0x30783046",549,0x30783046,,,
"550,0x46464646",550,0x46464646,,,
"551,0x46430D0A",551,0x46430D0A,,,
"552,0x30783046",552,0x30783046,,,
"553,0x46464646",553,0x46464646,,,
"554,0x46450D0A",554,0x46450D0A,,,
"555,0x30783046",555,0x30783046,,,
"556,0x46464646",556,0x46464646,,,
"557,0x46410D0A",557,0x46410D0A,,,
"558,0x30783030",558,0x30783030,,,
"559,0x30303030",559,0x30303030,,,
"560,0x30300D0A",560,0x30300D0A,,,
"561,0x30783046",561,0x30783046,,,
"562,0x46464646",562,0x46464646,,,
"563,0x46430D0A",563,0x46430D0A,,,
"564,0x30783046",564,0x30783046,,,
"565,0x46464646",565,0x46464646,,,
"566,0x46430D0A",566,0x46430D0A,,,
"567,0x30783046",567,0x30783046,,,
"568,0x46464646",568,0x46464646,,,
"569,0x46450D0A",569,0x46450D0A,,,
"570,0x30783046",570,0x30783046,,,
"571,0x46464646",571,0x46464646,,,
"572,0x46430D0A",572,0x46430D0A,,,
"573,0x30783046",573,0x30783046,,,
"574,0x46464646",574,0x46464646,,,
"575,0x46430D0A",575,0x46430D0A,,,
"576,0x30783046",576,0x30783046,,,
"577,0x46464646",577,0x46464646,,,
"578,0x46430D0A",578,0x46430D0A,,,
"579,0x30783046",579,0x30783046,,,
"580,0x46464646",580,0x46464646,,,
"581,0x46430D0A",581,0x46430D0A,,,
"582,0x30783046",582,0x30783046,,,
"583,0x46464646",583,0x46464646,,,
"584,0x46430D0A",584,0x46430D0A,,,
"585,0x30783046",585,0x30783046,,,
"586,0x46464646",586,0x46464646,,,
"587,0x46450D0A",587,0x46450D0A,,,
"588,0x30783046",588,0x30783046,,,
"589,0x46464646",589,0x46464646,,,
"590,0x46430D0A",590,0x46430D0A,,,
"591,0x30783046",591,0x30783046,,,
"592,0x46464646",592,0x46464646,,,
"593,0x46430D0A",593,0x46430D0A,,,
"594,0x30783046",594,0x30783046,,,
"595,0x46464646",595,0x46464646,,,
"596,0x46420D0A",596,0x46420D0A,,,
"597,0x30783046",597,0x30783046,,,
"598,0x46464646",598,0x46464646,,,
"599,0x46430D0A",599,0x46430D0A,,,
"600,0x30783046",600,0x30783046,,,
"601,0x46464646",601,0x46464646,,,
"602,0x46450D0A",602,0x46450D0A,,,
"603,0x30783046",603,0x30783046,,,
"604,0x46464646",604,0x46464646,,,
"605,0x46430D0A",605,0x46430D0A,,,
"606,0x30783046",606,0x30783046,,,
"607,0x46464646",607,0x46464646,,,
"608,0x46460D0A",608,0x46460D0A,,,
"609,0x30783046",609,0x30783046,,,
"610,0x46464646",610,0x46464646,,,
"611,0x46430D0A",611,0x46430D0A,,,
"612,0x30783046",612,0x30783046,,,
"613,0x46464646",613,0x46464646,,,
"614,0x46430D0A",614,0x46430D0A,,,
"615,0x30783046",615,0x30783046,,,
"616,0x46464646",616,0x46464646,,,
"617,0x46430D0A",617,0x46430D0A,,,
"618,0x30783046",618,0x30783046,,,
"619,0x46464646",619,0x46464646,,,
"620,0x46430D0A",620,0x46430D0A,,,
"621,0x30783046",621,0x30783046,,,
"622,0x46464646",622,0x46464646,,,
"623,0x46410D0A",623,0x46410D0A,,,
"624,0x30783046",624,0x30783046,,,
"625,0x46464646",625,0x46464646,,,
"626,0x46420D0A",626,0x46420D0A,,,
"627,0x30783046",627,0x30783046,,,
"628,0x46464646",628,0x46464646,,,
"629,0x46430D0A",629,0x46430D0A,,,
"630,0x30783046",630,0x30783046,,,
"631,0x46464646",631,0x46464646,,,
"632,0x46430D0A",632,0x46430D0A,,,
"633,0x30783046",633,0x30783046,,,
"634,0x46464646",634,0x46464646,,,
"635,0x46430D0A",635,0x46430D0A,,,
"636,0x30783046",636,0x30783046,,,
"637,0x46464646",637,0x46464646,,,
"638,0x46440D0A",638,0x46440D0A,,,
"639,0x30783046",639,0x30783046,,,
"640,0x46464646",640,0x46464646,,,
"641,0x46440D0A",641,0x46440D0A,,,
"642,0x30783046",642,0x30783046,,,
"643,0x46464646",643,0x46464646,,,
"644,0x46450D0A",644,0x46450D0A,,,
"645,0x30783046",645,0x30783046,,,
"646,0x46464646",646,0x46464646,,,
"647,0x46410D0A",647,0x46410D0A,,,
"648,0x30783046",648,0x30783046,,,
"649,0x46464646",649,0x46464646,,,
"650,0x46430D0A",650,0x46430D0A,,,
"651,0x30783046",651,0x30783046,,,
"652,0x46464646",652,0x46464646,,,
"653,0x46420D0A",653,0x46420D0A,,,
"654,0x30783046",654,0x30783046,,,
"655,0x46464646",655,0x46464646,,,
"656,0x46410D0A",656,0x46410D0A,,,
"657,0x30783046",657,0x30783046,,,
"658,0x46464646",658,0x46464646,,,
"659,0x46430D0A",659,0x46430D0A,,,
"660,0x30783046",660,0x30783046,,,
"661,0x46464646",661,0x46464646,,,
"662,0x46420D0A",662,0x46420D0A,,,
"663,0x30783046",663,0x30783046,,,
"664,0x46464646",664,0x46464646,,,
"665,0x46450D0A",665,0x46450D0A,,,
"666,0x30783046",666,0x30783046,,,
"667,0x46464646",667,0x46464646,,,
"668,0x46430D0A",668,0x46430D0A,,,
"669,0x30783046",669,0x30783046,,,
"670,0x46464646",670,0x46464646,,,
"671,0x46430D0A",671,0x46430D0A,,,
"672,0x30783046",672,0x30783046,,,
"673,0x46464646",673,0x46464646,,,
"674,0x46430D0A",674,0x46430D0A,,,
"675,0x30783046",675,0x30783046,,,
"676,0x46464646",676,0x46464646,,,
"677,0x46420D0A",677,0x46420D0A,,,
"678,0x30783046",678,0x30783046,,,
"679,0x46464646",679,0x46464646,,,
"680,0x46450D0A",680,0x46450D0A,,,
"681,0x30783046",681,0x30783046,,,
"682,0x46464646",682,0x46464646,,,
"683,0x46440D0A",683,0x46440D0A,,,
"684,0x30783046",684,0x30783046,,,
"685,0x46464646",685,0x46464646,,,
"686,0x46430D0A",686,0x46430D0A,,,
"687,0x30783046",687,0x30783046,,,
"688,0x46464646",688,0x46464646,,,
"689,0x46420D0A",689,0x46420D0A,,,
"690,0x30783046",690,0x30783046,,,
"691,0x46464646",691,0x46464646,,,
"692,0x46410D0A",692,0x46410D0A,,,
"693,0x30783046",693,0x30783046,,,
"694,0x46464646",694,0x46464646,,,
"695,0x46430D0A",695,0x46430D0A,,,
"696,0x30783046",696,0x30783046,,,
"697,0x46464646",697,0x46464646,,,
"698,0x46420D0A",698,0x46420D0A,,,
"699,0x30783046",699,0x30783046,,,
"700,0x46464646",700,0x46464646,,,
"701,0x46460D0A",701,0x46460D0A,,,
"702,0x30783046",702,0x30783046,,,
"703,0x46464646",703,0x46464646,,,
"704,0x46440D0A",704,0x46440D0A,,,
"705,0x30783046",705,0x30783046,,,
"706,0x46464646",706,0x46464646,,,
"707,0x46430D0A",707,0x46430D0A,,,
"708,0x30783046",708,0x30783046,,,
"709,0x46464646",709,0x46464646,,,
"710,0x46430D0A",710,0x46430D0A,,,
"711,0x30783046",711,0x30783046,,,
"712,0x46464646",712,0x46464646,,,
"713,0x46410D0A",713,0x46410D0A,,,
"714,0x30783046",714,0x30783046,,,
"715,0x46464646",715,0x46464646,,,
"716,0x46410D0A",716,0x46410D0A,,,
"717,0x30783046",717,0x30783046,,,
"718,0x46464646",718,0x46464646,,,
"719,0x46450D0A",719,0x46450D0A,,,
"720,0x30783046",720,0x30783046,,,
"721,0x46464646",721,0x46464646,,,
"722,0x46460D0A",722,0x46460D0A,,,
"723,0x30783046",723,0x30783046,,,
"724,0x46464646",724,0x46464646,,,
"725,0x46440D0A",725,0x46440D0A,,,
"726,0x30783046",726,0x30783046,,,
"727,0x46464646",727,0x46464646,,,
"728,0x46430D0A",728,0x46430D0A,,,
"729,0x30783046",729,0x30783046,,,
"730,0x46464646",730,0x46464646,,,
"731,0x46440D0A",731,0x46440D0A,,,
"732,0x30783046",732,0x30783046,,,
"733,0x46464646",733,0x46464646,,,
"734,0x46430D0A",734,0x46430D0A,,,
"735,0x30783046",735,0x30783046,,,
"736,0x46464646",736,0x46464646,,,
"737,0x46430D0A",737,0x46430D0A,,,
"738,0x30783046",738,0x30783046,,,
"739,0x46464646",739,0x46464646,,,
"740,0x46450D0A",740,0x46450D0A,,,
"741,0x30783046",741,0x30783046,,,
"742,0x46464646",742,0x46464646,,,
"743,0x46430D0A",743,0x46430D0A,,,
"744,0x30783046",744,0x30783046,,,
"745,0x46464646",745,0x46464646,,,
"746,0x46430D0A",746,0x46430D0A,,,
"747,0x30783046",747,0x30783046,,,
"748,0x46464646",748,0x46464646,,,
"749,0x46460D0A",749,0x46460D0A,,,
"750,0x30783046",750,0x30783046,,,
"751,0x46464646",751,0x46464646,,,
"752,0x46430D0A",752,0x46430D0A,,,
"753,0x30783046",753,0x30783046,,,
"754,0x46464646",754,0x46464646,,,
"755,0x46450D0A",755,0x46450D0A,,,
"756,0x30783046",756,0x30783046,,,
"757,0x46464646",757,0x46464646,,,
"758,0x46430D0A",758,0x46430D0A,,,
"759,0x30783046",759,0x30783046,,,
"760,0x46464646",760,0x46464646,,,
"761,0x46410D0A",761,0x46410D0A,,,
"762,0x30783046",762,0x30783046,,,
"763,0x46464646",763,0x46464646,,,
"764,0x46430D0A",764,0x46430D0A,,,
"765,0x30783046",765,0x30783046,,,
"766,0x46464646",766,0x46464646,,,
"767,0x46430D0A",767,0x46430D0A,,,
"768,0x30783046",768,0x30783046,,,
"769,0x46464646",769,0x46464646,,,
"770,0x46440D0A",770,0x46440D0A,,,
"771,0x30783046",771,0x30783046,,,
"772,0x46464646",772,0x46464646,,,
"773,0x46430D0A",773,0x46430D0A,,,
"774,0x30783046",774,0x30783046,,,
"775,0x46464646",775,0x46464646,,,
"776,0x46440D0A",776,0x46440D0A,,,
"777,0x30783046",777,0x30783046,,,
"778,0x46464646",778,0x46464646,,,
"779,0x46440D0A",779,0x46440D0A,,,
"780,0x30783046",780,0x30783046,,,
"781,0x46464646",781,0x46464646,,,
"782,0x46430D0A",782,0x46430D0A,,,
"783,0x30783046",783,0x30783046,,,
"784,0x46464646",784,0x46464646,,,
"785,0x46460D0A",785,0x46460D0A,,,
"786,0x30783046",786,0x30783046,,,
"787,0x46464646",787,0x46464646,,,
"788,0x46420D0A",788,0x46420D0A,,,
"789,0x30783046",789,0x30783046,,,
"790,0x46464646",790,0x46464646,,,
"791,0x46430D0A",791,0x46430D0A,,,
"792,0x30783046",792,0x30783046,,,
"793,0x46464646",793,0x46464646,,,
"794,0x46440D0A",794,0x46440D0A,,,
"795,0x30783046",795,0x30783046,,,
"796,0x46464646",796,0x46464646,,,
"797,0x46460D0A",797,0x46460D0A,,,
"798,0x30783046",798,0x30783046,,,
"799,0x46464646",799,0x46464646,,,
"800,0x46420D0A",800,0x46420D0A,,,
"801,0x30783046",801,0x30783046,,,
"802,0x46464646",802,0x46464646,,,
"803,0x46440D0A",803,0x46440D0A,,,
"804,0x30783046",804,0x30783046,,,
"805,0x46464646",805,0x46464646,,,
"806,0x46440D0A",806,0x46440D0A,,,
"807,0x30783046",807,0x30783046,,,
"808,0x46464646",808,0x46464646,,,
"809,0x46440D0A",809,0x46440D0A,,,
"810,0x30783046",810,0x30783046,,,
"811,0x46464646",811,0x46464646,,,
"812,0x46450D0A",812,0x46450D0A,,,
"813,0x30783046",813,0x30783046,,,
"814,0x46464646",814,0x46464646,,,
"815,0x46430D0A",815,0x46430D0A,,,
"816,0x30783046",816,0x30783046,,,
"817,0x46464646",817,0x46464646,,,
"818,0x46430D0A",818,0x46430D0A,,,
"819,0x30783046",819,0x30783046,,,
"820,0x46464646",820,0x46464646,,,
"821,0x46430D0A",821,0x46430D0A,,,
"822,0x30783046",822,0x30783046,,,
"823,0x46464646",823,0x46464646,,,
"824,0x46460D0A",824,0x46460D0A,,,
"825,0x30783046",825,0x30783046,,,
"826,0x46464646",826,0x46464646,,,
"827,0x46430D0A",827,0x46430D0A,,,
"828,0x30783046",828,0x30783046,,,
"829,0x46464646",829,0x46464646,,,
"830,0x46430D0A",830,0x46430D0A,,,
"831,0x30783046",831,0x30783046,,,
"832,0x46464646",832,0x46464646,,,
"833,0x46450D0A",833,0x46450D0A,,,
"834,0x30783046",834,0x30783046,,,
"835,0x46464646",835,0x46464646,,,
"836,0x46410D0A",836,0x46410D0A,,,
"837,0x30783046",837,0x30783046,,,
"838,0x46464646",838,0x46464646,,,
"839,0x46420D0A",839,0x46420D0A,,,
"840,0x30783046",840,0x30783046,,,
"841,0x46464646",841,0x46464646,,,
"842,0x46430D0A",842,0x46430D0A,,,
"843,0x30783046",843,0x30783046,,,
"844,0x46464646",844,0x46464646,,,
"845,0x46430D0A",845,0x46430D0A,,,
"846,0x30783046",846,0x30783046,,,
"847,0x46464646",847,0x46464646,,,
"848,0x46440D0A",848,0x46440D0A,,,
"849,0x30783046",849,0x30783046,,,
"850,0x46464646",850,0x46464646,,,
"851,0x46450D0A",851,0x46450D0A,,,
"852,0x30783046",852,0x30783046,,,
"853,0x46464646",853,0x46464646,,,
"854,0x46430D0A",854,0x46430D0A,,,
"855,0x30783046",855,0x30783046,,,
"856,0x46464646",856,0x46464646,,,
"857,0x46430D0A",857,0x46430D0A,,,
"858,0x30783046",858,0x30783046,,,
"859,0x46464646",859,0x46464646,,,
"860,0x46430D0A",860,0x46430D0A,,,
"861,0x30783046",861,0x30783046,,,
"862,0x46464646",862,0x46464646,,,
"863,0x46460D0A",863,0x46460D0A,,,
"864,0x30783046",864,0x30783046,,,
"865,0x46464646",865,0x46464646,,,
"866,0x46430D0A",866,0x46430D0A,,,
"867,0x30783046",867,0x30783046,,,
"868,0x46464646",868,0x46464646,,,
"869,0x46430D0A",869,0x46430D0A,,,
"870,0x30783046",870,0x30783046,,,
"871,0x46464646",871,0x46464646,,,
"872,0x46450D0A",872,0x46450D0A,,,
"873,0x30783046",873,0x30783046,,,
"874,0x46464646",874,0x46464646,,,
"875,0x46460D0A",875,0x46460D0A,,,
"876,0x30783046",876,0x30783046,,,
"877,0x46464646",877,0x46464646,,,
"878,0x46450D0A",878,0x46450D0A,,,
"879,0x30783046",879,0x30783046,,,
"880,0x46464646",880,0x46464646,,,
"881,0x46410D0A",881,0x46410D0A,,,
"882,0x30783046",882,0x30783046,,,
"883,0x46464646",883,0x46464646,,,
"884,0x46430D0A",884,0x46430D0A,,,
"885,0x30783046",885,0x30783046,,,
"886,0x46464646",886,0x46464646,,,
"887,0x46430D0A",887,0x46430D0A,,,
"888,0x30783046",888,0x30783046,,,
"889,0x46464646",889,0x46464646,,,
"890,0x46430D0A",890,0x46430D0A,,,
"891,0x30783046",891,0x30783046,,,
"892,0x46464646",892,0x46464646,,,
"893,0x46450D0A",893,0x46450D0A,,,
"894,0x30783046",894,0x30783046,,,
"895,0x46464646",895,0x46464646,,,
"896,0x46440D0A",896,0x46440D0A,,,
"897,0x30783046",897,0x30783046,,,
"898,0x46464646",898,0x46464646,,,
"899,0x46430D0A",899,0x46430D0A,,,
"900,0x30783046",900,0x30783046,,,
"901,0x46464646",901,0x46464646,,,
"902,0x46440D0A",902,0x46440D0A,,,
"903,0x30783046",903,0x30783046,,,
"904,0x46464646",904,0x46464646,,,
"905,0x46420D0A",905,0x46420D0A,,,
"906,0x30783046",906,0x30783046,,,
"907,0x46464646",907,0x46464646,,,
"908,0x46420D0A",908,0x46420D0A,,,
"909,0x30783046",909,0x30783046,,,
"910,0x46464646",910,0x46464646,,,
"911,0x46440D0A",911,0x46440D0A,,,
"912,0x30783046",912,0x30783046,,,
"913,0x46464646",913,0x46464646,,,
"914,0x46430D0A",914,0x46430D0A,,,
"915,0x30783046",915,0x30783046,,,
"916,0x46464646",916,0x46464646,,,
"917,0x46430D0A",917,0x46430D0A,,,
"918,0x30783046",918,0x30783046,,,
"919,0x46464646",919,0x46464646,,,
"920,0x46430D0A",920,0x46430D0A,,,
"921,0x30783046",921,0x30783046,,,
"922,0x46464646",922,0x46464646,,,
"923,0x46420D0A",923,0x46420D0A,,,
"924,0x30783046",924,0x30783046,,,
"925,0x46464646",925,0x46464646,,,
"926,0x46430D0A",926,0x46430D0A,,,
"927,0x30783046",927,0x30783046,,,
"928,0x46464646",928,0x46464646,,,
"929,0x46440D0A",929,0x46440D0A,,,
"930,0x30783046",930,0x30783046,,,
"931,0x46464646",931,0x46464646,,,
"932,0x46440D0A",932,0x46440D0A,,,
"933,0x30783046",933,0x30783046,,,
"934,0x46464646",934,0x46464646,,,
"935,0x46420D0A",935,0x46420D0A,,,
"936,0x30783046",936,0x30783046,,,
"937,0x46464646",937,0x46464646,,,
"938,0x46410D0A",938,0x46410D0A,,,
"939,0x30783046",939,0x30783046,,,
"940,0x46464646",940,0x46464646,,,
"941,0x46430D0A",941,0x46430D0A,,,
"942,0x30783046",942,0x30783046,,,
"943,0x46464646",943,0x46464646,,,
"944,0x46430D0A",944,0x46430D0A,,,
"945,0x30783046",945,0x30783046,,,
"946,0x46464646",946,0x46464646,,,
"947,0x46440D0A",947,0x46440D0A,,,
"948,0x30783046",948,0x30783046,,,
"949,0x46464646",949,0x46464646,,,
"950,0x46430D0A",950,0x46430D0A,,,
"951,0x30783046",951,0x30783046,,,
"952,0x46464646",952,0x46464646,,,
"953,0x46460D0A",953,0x46460D0A,,,
"954,0x30783046",954,0x30783046,,,
"955,0x46464646",955,0x46464646,,,
"956,0x46450D0A",956,0x46450D0A,,,
"957,0x30783046",957,0x30783046,,,
"958,0x46464646",958,0x46464646,,,
"959,0x46420D0A",959,0x46420D0A,,,
"960,0x30783046",960,0x30783046,,,
"961,0x46464646",961,0x46464646,,,
"962,0x46410D0A",962,0x46410D0A,,,
"963,0x30783046",963,0x30783046,,,
"964,0x46464646",964,0x46464646,,,
"965,0x46440D0A",965,0x46440D0A,,,
"966,0x30783046",966,0x30783046,,,
"967,0x46464646",967,0x46464646,,,
"968,0x46460D0A",968,0x46460D0A,,,
"969,0x30783046",969,0x30783046,,,
"970,0x46464646",970,0x46464646,,,
"971,0x46430D0A",971,0x46430D0A,,,
"972,0x30783046",972,0x30783046,,,
"973,0x46464646",973,0x46464646,,,
"974,0x46430D0A",974,0x46430D0A,,,
"975,0x30783046",975,0x30783046,,,
"976,0x46464646",976,0x46464646,,,
"977,0x46440D0A",977,0x46440D0A,,,
"978,0x30783046",978,0x30783046,,,
"979,0x46464646",979,0x46464646,,,
"980,0x46460D0A",980,0x46460D0A,,,
"981,0x30783046",981,0x30783046,,,
"982,0x46464646",982,0x46464646,,,
"983,0x46450D0A",983,0x46450D0A,,,
"984,0x30783046",984,0x30783046,,,
"985,0x46464646",985,0x46464646,,,
"986,0x46440D0A",986,0x46440D0A,,,
"987,0x30783046",987,0x30783046,,,
"988,0x46464646",988,0x46464646,,,
"989,0x46440D0A",989,0x46440D0A,,,
"990,0x30783046",990,0x30783046,,,
"991,0x46464646",991,0x46464646,,,
"992,0x46430D0A",992,0x46430D0A,,,
"993,0x30783046",993,0x30783046,,,
"994,0x46464646",994,0x46464646,,,
"995,0x46450D0A",995,0x46450D0A,,,
"996,0x30783046",996,0x30783046,,,
"997,0x46464646",997,0x46464646,,,
"998,0x46430D0A",998,0x46430D0A,,,
"999,0x30783046",999,0x30783046,,,
3,48,,,,
3,52,,,,
3,120,,,,
3,48,,,,
3,52,,,,
3,120,,,,
3,48,,,,
3,52,,,,
3,120,,,,
3,48,,,,
3,52,,,,
3,120,,,,
3,48,,,,
3,52,,,,
3,120,,,,
3,48,,,,
3,52,,,,
3,120,,,,
3,48,,,,
3,52,,,,
3,120,,,,
3,48,,,,
3,52,,,,
3,120,,,,